frp,bright_ti4,bright_ti5,dist_refinery,dist_factory,dist_industrial_zone,dist_oil_gas,dist_mining,dist_forest,dist_agriculture,dist_powerplant,has_refinery_5km,has_powerplant_5km,has_factory_5km,has_industrial_2km,count_ind_5km,count_ref_5km,label,latitude,longitude
5.73,332.41,303.93,2.857,0.45,0.45,2.09,3.774,1.836,1.083,5.225,1.0,0.0,1.0,1.0,3.0,1.0,gas_flare,9.41691,80.40578
5.55,342.36,300.43,2.856,0.45,0.45,2.09,3.774,1.836,1.083,5.225,1.0,0.0,1.0,1.0,3.0,1.0,gas_flare,9.47052,78.63935
3.64,340.43,303.44,2.856,0.45,0.45,2.09,3.773,1.835,1.082,5.224,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,9.77185,78.36581
7.57,340.12,312.07,2.855,0.45,0.45,2.089,3.773,1.835,1.082,5.224,1.0,0.0,1.0,1.0,3.0,1.0,gas_flare,9.8061,77.88528
7.57,344.35,314.76,2.855,0.45,0.45,2.089,3.773,1.835,1.082,5.224,1.0,0.0,1.0,1.0,3.0,1.0,gas_flare,9.80675,77.88925
4.17,339.05,304.96,2.855,0.45,0.45,2.089,3.773,1.835,1.082,5.223,1.0,0.0,1.0,1.0,3.0,1.0,gas_flare,9.90981,78.52617
5.73,336.54,304.75,2.855,0.45,0.45,2.089,3.773,1.835,1.082,5.223,1.0,0.0,1.0,1.0,3.0,1.0,gas_flare,9.98556,77.43252
4.3,331.27,298.12,2.85,0.45,0.45,2.086,3.769,1.833,1.081,5.215,1.0,0.0,1.0,1.0,3.0,1.0,gas_flare,11.62862,78.61463
3.56,330.49,299.28,2.85,0.45,0.45,2.086,3.769,1.833,1.081,5.215,1.0,0.0,1.0,1.0,3.0,1.0,gas_flare,11.52704,77.24921
4.63,332.74,298.98,2.85,0.45,0.45,2.086,3.769,1.833,1.081,5.215,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,11.52934,77.24984
3.07,331.16,299.52,2.849,0.45,0.45,2.086,3.769,1.833,1.081,5.214,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,11.73493,77.98431
2.83,331.34,292.97,2.849,0.45,0.45,2.086,3.769,1.832,1.081,5.214,1.0,0.0,1.0,1.0,3.0,1.0,gas_flare,11.80935,77.92519
8.02,350.08,310.35,2.849,0.45,0.45,2.085,3.768,1.832,1.081,5.213,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,11.99381,79.54753
8.02,346.13,308.36,2.849,0.45,0.45,2.085,3.768,1.832,1.081,5.213,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,11.99713,79.547
2.96,330.89,302.51,2.848,0.45,0.45,2.085,3.768,1.832,1.081,5.213,1.0,0.0,1.0,1.0,3.0,1.0,gas_flare,12.05555,79.07794
4.02,349.15,307.62,2.846,0.45,0.45,2.084,3.767,1.831,1.081,5.21,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,12.58657,79.6415
2.09,339.14,301.29,2.843,0.45,0.45,2.082,3.765,1.83,1.08,5.205,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,13.40939,80.26858
13.51,351.56,293.93,2.842,0.45,0.45,2.081,3.764,1.829,1.08,5.203,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,13.81923,79.34404
5.87,335.97,296.94,2.839,0.45,0.45,2.08,3.762,1.828,1.079,5.199,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,14.47656,78.25895
28.78,350.78,304.87,2.763,0.45,0.45,2.033,3.712,1.794,1.065,5.083,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,27.71435,68.49007
2.37,335.41,296.53,2.76,0.45,0.45,2.031,3.71,1.793,1.065,5.078,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,28.12977,76.78864
4.79,341.05,298.33,2.737,0.45,0.45,2.018,3.696,1.783,1.06,5.044,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,31.1293,74.65489
8.52,341.28,301.15,2.735,0.45,0.45,2.017,3.695,1.782,1.06,5.042,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,31.3222,72.33394
6.1,346.78,300.46,2.735,0.45,0.45,2.017,3.694,1.782,1.06,5.041,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,31.37494,74.45004
1.97,309.35,291.76,2.758,0.45,0.45,2.03,3.709,1.792,1.064,5.076,1.0,0.0,1.0,1.0,3.0,1.0,gas_flare,28.34651,77.2308
1.55,323.5,289.42,2.758,0.45,0.45,2.03,3.709,1.792,1.064,5.076,1.0,0.0,1.0,1.0,3.0,1.0,gas_flare,28.37152,77.22688
2.34,308.38,292.7,2.75,0.45,0.45,2.025,3.704,1.789,1.063,5.063,1.0,0.0,1.0,1.0,3.0,1.0,gas_flare,29.4606,76.88784
2.78,314.13,292.51,2.75,0.45,0.45,2.025,3.704,1.789,1.063,5.063,1.0,0.0,1.0,1.0,3.0,1.0,gas_flare,29.47525,76.859
1.24,301.18,279.53,2.747,0.45,0.45,2.024,3.702,1.788,1.062,5.06,1.0,0.0,1.0,1.0,3.0,1.0,gas_flare,29.78555,91.60432
3.15,308.45,292.32,2.725,0.45,0.45,2.011,3.688,1.778,1.058,5.027,1.0,0.0,1.0,1.0,3.0,1.0,gas_flare,32.5747,72.56332
3.59,307.36,292.4,2.723,0.45,0.45,2.009,3.687,1.777,1.058,5.023,1.0,0.0,1.0,1.0,3.0,1.0,gas_flare,32.8878,71.61481
3.29,307.79,292.31,2.723,0.45,0.45,2.009,3.687,1.777,1.058,5.023,1.0,0.0,1.0,1.0,3.0,1.0,gas_flare,32.88905,71.61505
0.58,302.12,291.06,2.697,0.45,0.45,1.994,3.67,1.766,1.053,4.984,1.0,1.0,1.0,1.0,3.0,1.0,gas_flare,35.96856,68.68645
5.89,330.75,287.66,2.806,0.45,0.45,2.059,3.74,1.813,1.073,5.148,1.0,0.0,1.0,1.0,3.0,1.0,gas_flare,21.10513,72.64378
1.6,299.5,284.52,2.806,0.45,0.45,2.059,3.74,1.813,1.073,5.148,1.0,0.0,1.0,1.0,3.0,1.0,gas_flare,21.10902,72.64436
1.11,305.2,282.63,2.798,0.45,0.45,2.055,3.735,1.81,1.072,5.137,1.0,0.0,1.0,1.0,3.0,1.0,gas_flare,22.3858,73.11745
2.6,321.54,282.49,2.798,0.45,0.45,2.055,3.735,1.81,1.072,5.137,1.0,0.0,1.0,1.0,3.0,1.0,gas_flare,22.3882,73.11613
1.41,318.73,282.32,2.798,0.45,0.45,2.055,3.735,1.81,1.072,5.137,1.0,0.0,1.0,1.0,3.0,1.0,gas_flare,22.38964,73.11803
1.26,306.91,281.39,2.783,0.45,0.45,2.046,3.726,1.803,1.069,5.114,1.0,0.0,1.0,1.0,3.0,1.0,gas_flare,24.76271,74.60774
0.71,303.34,280.61,2.783,0.45,0.45,2.046,3.726,1.803,1.069,5.114,1.0,0.0,1.0,1.0,3.0,1.0,gas_flare,24.76335,74.60571
1.29,315.17,293.42,2.779,0.45,0.45,2.043,3.723,1.801,1.068,5.108,1.0,0.0,1.0,1.0,3.0,1.0,gas_flare,25.3894,68.57961
0.44,313.32,294.94,2.763,0.45,0.45,2.033,3.712,1.794,1.065,5.083,1.0,0.0,1.0,1.0,3.0,1.0,gas_flare,27.71806,68.49272
0.87,308.69,296.56,2.758,0.45,0.45,2.03,3.709,1.792,1.064,5.075,1.0,0.0,1.0,1.0,3.0,1.0,gas_flare,28.42419,69.70075
0.65,296.09,271.6,2.836,0.45,0.45,2.078,3.76,1.827,1.079,5.194,1.0,0.0,1.0,1.0,3.0,1.0,gas_flare,15.1696,76.37997
1.8,315.41,289.55,2.834,0.45,0.45,2.076,3.759,1.826,1.078,5.191,1.0,0.0,1.0,1.0,3.0,1.0,gas_flare,15.65919,73.98986
0.84,306.39,286.56,2.828,0.45,0.45,2.072,3.755,1.823,1.077,5.181,1.0,0.0,1.0,1.0,3.0,1.0,gas_flare,17.06269,76.97835
0.74,307.73,289.13,2.826,0.45,0.45,2.071,3.753,1.822,1.077,5.178,1.0,0.0,1.0,1.0,3.0,1.0,gas_flare,17.43479,74.96613
0.44,307.81,290.41,2.821,0.45,0.45,2.068,3.75,1.82,1.076,5.171,1.0,0.0,1.0,1.0,3.0,1.0,gas_flare,18.42431,74.38948
1.7,317.81,290.26,2.82,0.45,0.45,2.068,3.749,1.819,1.076,5.169,1.0,0.0,1.0,1.0,3.0,1.0,gas_flare,18.59601,74.25494
3.11,311.06,292.45,2.819,0.45,0.45,2.068,3.749,1.819,1.076,5.169,1.0,0.0,1.0,1.0,3.0,1.0,gas_flare,18.68149,73.03835
1.93,305.47,292.44,2.819,0.45,0.45,2.068,3.749,1.819,1.076,5.169,1.0,0.0,1.0,1.0,3.0,1.0,gas_flare,18.68213,73.03376
1.93,306.48,288.82,2.819,0.45,0.45,2.068,3.749,1.819,1.076,5.169,1.0,0.0,1.0,1.0,3.0,1.0,gas_flare,18.68646,73.02973
2.17,312.3,291.62,2.816,0.45,0.45,2.065,3.747,1.818,1.075,5.163,1.0,0.0,1.0,1.0,3.0,1.0,gas_flare,19.36855,71.35361
2.8,318.01,289.62,2.862,0.45,0.45,2.093,3.777,1.838,1.083,5.233,1.0,0.0,1.0,1.0,3.0,1.0,gas_flare,7.39012,80.88872
4.23,334.68,290.36,2.862,0.45,0.45,2.093,3.777,1.838,1.083,5.233,1.0,0.0,1.0,1.0,3.0,1.0,gas_flare,7.39378,80.89077
2.86,324.22,289.75,2.862,0.45,0.45,2.093,3.777,1.838,1.083,5.233,1.0,0.0,1.0,1.0,3.0,1.0,gas_flare,7.39473,80.88899
1.9,316.15,292.86,2.86,0.45,0.45,2.092,3.776,1.837,1.083,5.23,1.0,0.0,1.0,1.0,3.0,1.0,gas_flare,8.09268,80.79333
2.02,312.18,291.17,2.86,0.45,0.45,2.092,3.776,1.837,1.083,5.23,1.0,0.0,1.0,1.0,3.0,1.0,gas_flare,8.11074,79.87141
2.42,306.74,291.83,2.86,0.45,0.45,2.092,3.776,1.837,1.083,5.23,1.0,0.0,1.0,1.0,3.0,1.0,gas_flare,8.11138,79.86758
2.58,322.48,291.95,2.86,0.45,0.45,2.092,3.776,1.837,1.083,5.23,1.0,0.0,1.0,1.0,3.0,1.0,gas_flare,8.11194,79.87071
0.38,306.91,294.39,2.858,0.45,0.45,2.091,3.775,1.836,1.083,5.228,1.0,0.0,1.0,1.0,3.0,1.0,gas_flare,8.74017,78.09332
0.43,305.75,289.06,2.854,0.45,0.45,2.088,3.772,1.834,1.082,5.221,1.0,0.0,1.0,1.0,3.0,1.0,gas_flare,10.41461,77.11382
1.41,316.81,294.36,2.852,0.45,0.45,2.087,3.771,1.834,1.082,5.218,1.0,0.0,1.0,1.0,3.0,1.0,gas_flare,10.94284,78.06322
2.89,311.37,294.08,2.852,0.45,0.45,2.087,3.77,1.833,1.082,5.218,1.0,0.0,1.0,1.0,3.0,1.0,gas_flare,11.08366,78.75399
0.5,304.24,283.87,2.851,0.45,0.45,2.087,3.77,1.833,1.082,5.217,1.0,0.0,1.0,1.0,3.0,1.0,gas_flare,11.18313,79.09899
1.65,309.05,293.67,2.849,0.45,0.45,2.086,3.769,1.832,1.081,5.214,1.0,0.0,1.0,1.0,3.0,1.0,gas_flare,11.80957,77.92274
2.44,306.89,292.03,2.849,0.45,0.45,2.086,3.769,1.832,1.081,5.214,1.0,0.0,1.0,1.0,3.0,1.0,gas_flare,11.81027,77.91869
1.71,308.19,291.36,2.849,0.45,0.45,2.086,3.769,1.832,1.081,5.214,1.0,0.0,1.0,1.0,3.0,1.0,gas_flare,11.81802,77.91586
0.27,299.48,281.77,2.846,0.45,0.45,2.084,3.767,1.831,1.081,5.21,1.0,0.0,1.0,1.0,3.0,1.0,gas_flare,12.59783,77.8851
0.27,308.19,283.62,2.846,0.45,0.45,2.084,3.767,1.831,1.081,5.21,1.0,0.0,1.0,1.0,3.0,1.0,gas_flare,12.60132,77.88569
3.17,334.15,296.73,2.864,0.45,0.45,2.095,3.779,1.839,1.084,5.236,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,6.19543,81.0187
1.23,330.31,298.18,2.864,0.45,0.45,2.095,3.778,1.839,1.084,5.236,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,6.23883,81.20638
2.71,342.68,298.03,2.864,0.45,0.45,2.094,3.778,1.839,1.084,5.236,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,6.32778,81.01263
7.75,334.53,296.73,2.864,0.45,0.45,2.094,3.778,1.839,1.084,5.236,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,6.33772,81.34603
4.21,335.71,296.64,2.864,0.45,0.45,2.094,3.778,1.839,1.084,5.236,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,6.33925,81.34753
3.16,342.55,298.76,2.864,0.45,0.45,2.094,3.778,1.839,1.084,5.236,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,6.35255,81.13854
5.79,348.9,298.11,2.864,0.45,0.45,2.094,3.778,1.839,1.084,5.236,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,6.39061,81.01627
0.85,331.91,296.1,2.864,0.45,0.45,2.094,3.778,1.839,1.084,5.236,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,6.411,81.08882
2.93,336.85,296.79,2.864,0.45,0.45,2.094,3.778,1.839,1.084,5.236,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,6.41308,81.00175
2.46,331.95,298.34,2.863,0.45,0.45,2.094,3.778,1.839,1.084,5.235,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,6.56763,80.98006
5.44,334.86,300.62,2.863,0.45,0.45,2.094,3.778,1.839,1.084,5.235,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,6.70304,81.54429
5.1,332.59,299.56,2.863,0.45,0.45,2.094,3.778,1.838,1.084,5.235,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,6.7111,81.59296
8.39,337.41,299.81,2.863,0.45,0.45,2.094,3.778,1.838,1.084,5.235,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,6.73593,81.59883
13.03,335.05,299.25,2.863,0.45,0.45,2.094,3.778,1.838,1.084,5.235,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,6.73672,81.60365
2.55,337.49,300.14,2.863,0.45,0.45,2.094,3.778,1.838,1.084,5.235,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,6.74266,81.51804
5.57,336.16,302.28,2.863,0.45,0.45,2.094,3.778,1.838,1.084,5.235,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,6.80369,81.52106
3.0,338.94,300.72,2.863,0.45,0.45,2.094,3.778,1.838,1.084,5.235,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,6.81535,81.51917
9.59,333.16,299.88,2.863,0.45,0.45,2.094,3.778,1.838,1.084,5.235,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,6.8355,81.49601
9.59,345.89,300.37,2.863,0.45,0.45,2.094,3.778,1.838,1.084,5.235,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,6.83939,81.49536
12.38,346.36,305.15,2.863,0.45,0.45,2.094,3.778,1.838,1.084,5.235,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,6.84047,81.57497
10.33,337.98,299.8,2.863,0.45,0.45,2.094,3.778,1.838,1.084,5.235,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,6.84425,81.54947
10.33,337.81,299.9,2.863,0.45,0.45,2.094,3.778,1.838,1.084,5.235,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,6.84813,81.54882
6.24,335.08,298.04,2.863,0.45,0.45,2.094,3.778,1.838,1.084,5.234,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,6.85314,81.40752
5.6,336.24,302.51,2.862,0.45,0.45,2.094,3.778,1.838,1.084,5.234,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,6.93935,81.63994
8.49,334.73,295.76,2.862,0.45,0.45,2.094,3.777,1.838,1.084,5.234,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,7.07303,81.20502
9.04,341.39,296.1,2.862,0.45,0.45,2.094,3.777,1.838,1.084,5.234,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,7.07577,81.20669
6.13,333.41,298.72,2.862,0.45,0.45,2.094,3.777,1.838,1.084,5.234,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,7.07607,81.5708
12.36,345.55,296.11,2.862,0.45,0.45,2.094,3.777,1.838,1.084,5.234,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,7.09516,81.44301
9.23,334.54,294.82,2.862,0.45,0.45,2.094,3.777,1.838,1.084,5.234,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,7.0955,81.44486
6.23,331.95,300.12,2.862,0.45,0.45,2.093,3.777,1.838,1.084,5.234,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,7.16827,81.57197
19.17,341.2,305.45,2.862,0.45,0.45,2.093,3.777,1.838,1.084,5.233,1.0,0.0,1.0,1.0,3.0,1.0,gas_flare,7.21606,81.76827
11.09,340.16,305.52,2.862,0.45,0.45,2.093,3.777,1.838,1.084,5.233,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,7.28933,81.79167
12.39,344.78,306.04,2.862,0.45,0.45,2.093,3.777,1.838,1.084,5.233,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,7.31592,81.76345
6.03,333.99,305.24,2.862,0.45,0.45,2.093,3.777,1.838,1.084,5.233,1.0,0.0,1.0,1.0,3.0,1.0,gas_flare,7.32506,81.74758
5.18,335.03,305.25,2.862,0.45,0.45,2.093,3.777,1.838,1.084,5.233,1.0,0.0,1.0,1.0,3.0,1.0,gas_flare,7.33726,81.72639
6.09,333.2,304.05,2.862,0.45,0.45,2.093,3.777,1.838,1.083,5.233,1.0,0.0,1.0,1.0,3.0,1.0,gas_flare,7.35682,81.82351
6.16,334.94,303.89,2.862,0.45,0.45,2.093,3.777,1.838,1.084,5.233,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,7.29757,81.14172
3.82,333.35,299.67,2.862,0.45,0.45,2.093,3.777,1.838,1.083,5.233,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,7.36199,81.50616
7.48,334.29,304.8,2.862,0.45,0.45,2.093,3.777,1.838,1.083,5.233,1.0,0.0,1.0,1.0,3.0,1.0,gas_flare,7.39489,81.77684
6.13,333.78,300.98,2.862,0.45,0.45,2.093,3.777,1.838,1.083,5.233,1.0,0.0,1.0,1.0,3.0,1.0,gas_flare,7.40997,81.6543
5.35,331.73,301.93,2.861,0.45,0.45,2.093,3.777,1.838,1.083,5.233,1.0,0.0,1.0,1.0,3.0,1.0,gas_flare,7.42719,81.31733
7.83,333.5,302.99,2.861,0.45,0.45,2.093,3.777,1.838,1.083,5.233,1.0,0.0,1.0,1.0,3.0,1.0,gas_flare,7.45584,81.64682
6.24,334.63,303.56,2.861,0.45,0.45,2.093,3.777,1.838,1.083,5.233,1.0,0.0,1.0,1.0,3.0,1.0,gas_flare,7.45856,81.64819
6.87,335.51,305.32,2.861,0.45,0.45,2.093,3.777,1.838,1.083,5.232,1.0,0.0,1.0,1.0,3.0,1.0,gas_flare,7.63038,81.58308
6.87,344.19,304.4,2.861,0.45,0.45,2.093,3.777,1.838,1.083,5.232,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,7.6342,81.58244
10.62,340.95,309.62,2.861,0.45,0.45,2.093,3.776,1.838,1.083,5.232,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,7.7604,81.24961
2.66,339.76,293.66,2.861,0.45,0.45,2.093,3.776,1.837,1.083,5.231,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,7.78377,80.22298
4.63,342.48,302.57,2.861,0.45,0.45,2.093,3.776,1.837,1.083,5.231,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,7.78867,80.81643
6.01,333.11,304.23,2.861,0.45,0.45,2.093,3.776,1.837,1.083,5.231,1.0,0.0,1.0,1.0,3.0,1.0,gas_flare,7.79142,81.55624
4.45,338.68,296.96,2.861,0.45,0.45,2.092,3.776,1.837,1.083,5.231,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,7.85497,80.34256
9.12,348.6,303.81,2.86,0.45,0.45,2.092,3.776,1.837,1.083,5.231,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,7.86408,81.44665
9.31,343.45,304.19,2.86,0.45,0.45,2.092,3.776,1.837,1.083,5.231,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,7.86625,81.44823
4.72,334.4,303.13,2.86,0.45,0.45,2.092,3.776,1.837,1.083,5.231,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,7.8685,81.43804
1.99,333.93,299.19,2.86,0.45,0.45,2.092,3.776,1.837,1.083,5.231,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,7.90392,80.63752
3.65,332.56,304.36,2.86,0.45,0.45,2.092,3.776,1.837,1.083,5.231,1.0,0.0,1.0,1.0,3.0,1.0,gas_flare,7.94456,81.37131
3.65,337.02,303.27,2.86,0.45,0.45,2.092,3.776,1.837,1.083,5.231,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,7.94534,81.37614
8.89,343.2,304.45,2.86,0.45,0.45,2.092,3.776,1.837,1.083,5.231,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,7.94756,81.31615
9.05,338.51,303.64,2.86,0.45,0.45,2.092,3.776,1.837,1.083,5.231,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,7.94843,81.31799
4.06,331.21,300.94,2.86,0.45,0.45,2.092,3.776,1.837,1.083,5.231,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,7.95932,80.72301
3.5,330.53,300.93,2.86,0.45,0.45,2.092,3.776,1.837,1.083,5.231,1.0,0.0,1.0,1.0,3.0,1.0,gas_flare,7.96034,80.72224
6.47,347.3,298.24,2.86,0.45,0.45,2.092,3.776,1.837,1.083,5.231,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,7.96814,80.59685
3.46,330.99,299.01,2.86,0.45,0.45,2.092,3.776,1.837,1.083,5.231,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,7.98507,80.62343
6.68,330.8,304.26,2.86,0.45,0.45,2.092,3.776,1.837,1.083,5.231,1.0,0.0,1.0,1.0,3.0,1.0,gas_flare,8.00779,81.43661
3.18,339.51,300.21,2.86,0.45,0.45,2.092,3.776,1.837,1.083,5.231,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,8.03059,80.59743
20.57,349.71,307.0,2.86,0.45,0.45,2.092,3.776,1.837,1.083,5.231,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,8.03119,81.28948
4.71,332.42,300.93,2.86,0.45,0.45,2.092,3.776,1.837,1.083,5.23,1.0,0.0,1.0,1.0,3.0,1.0,gas_flare,8.13979,81.4119
6.26,340.57,301.84,2.86,0.45,0.45,2.092,3.776,1.837,1.083,5.23,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,8.18792,80.69052
4.93,340.11,301.48,2.86,0.45,0.45,2.092,3.776,1.837,1.083,5.23,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,8.24386,80.60502
7.81,342.01,300.71,2.86,0.45,0.45,2.092,3.776,1.837,1.083,5.23,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,8.26053,80.58041
4.08,334.0,298.06,2.86,0.45,0.45,2.092,3.776,1.837,1.083,5.23,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,8.26432,80.55347
3.49,340.35,300.05,2.859,0.45,0.45,2.092,3.776,1.837,1.083,5.23,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,8.29291,77.57172
18.87,343.71,301.32,2.859,0.45,0.45,2.092,3.776,1.837,1.083,5.23,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,8.29877,80.15601
19.56,344.61,303.18,2.859,0.45,0.45,2.092,3.776,1.837,1.083,5.23,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,8.30062,80.15585
6.15,337.15,299.13,2.859,0.45,0.45,2.092,3.776,1.837,1.083,5.23,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,8.30368,81.01878
6.15,336.04,298.71,2.859,0.45,0.45,2.092,3.776,1.837,1.083,5.23,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,8.3076,81.01814
2.5,343.65,300.84,2.859,0.45,0.45,2.092,3.776,1.837,1.083,5.23,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,8.3114,80.28439
3.4,339.16,301.37,2.859,0.45,0.45,2.092,3.776,1.837,1.083,5.23,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,8.31414,80.28391
3.46,333.49,300.35,2.859,0.45,0.45,2.092,3.776,1.837,1.083,5.229,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,8.32899,80.29664
6.2,332.68,301.94,2.859,0.45,0.45,2.092,3.775,1.837,1.083,5.229,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,8.34424,80.18712
4.48,331.08,301.86,2.859,0.45,0.45,2.092,3.775,1.837,1.083,5.229,1.0,0.0,1.0,1.0,3.0,1.0,gas_flare,8.349,80.19014
3.73,331.43,301.46,2.859,0.45,0.45,2.092,3.775,1.837,1.083,5.229,1.0,0.0,1.0,1.0,3.0,1.0,gas_flare,8.35582,80.28069
6.03,346.99,302.44,2.859,0.45,0.45,2.092,3.775,1.837,1.083,5.229,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,8.36403,80.27928
12.25,336.23,302.95,2.859,0.45,0.45,2.092,3.775,1.837,1.083,5.229,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,8.37648,81.04984
6.35,344.11,305.36,2.859,0.45,0.45,2.092,3.775,1.837,1.083,5.229,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,8.37836,80.6104
22.09,349.85,306.78,2.859,0.45,0.45,2.092,3.775,1.837,1.083,5.229,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,8.38429,81.04854
10.02,344.78,299.85,2.859,0.45,0.45,2.092,3.775,1.837,1.083,5.229,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,8.38557,80.25662
5.92,331.78,295.94,2.859,0.45,0.45,2.092,3.775,1.837,1.083,5.229,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,8.39226,81.16862
8.98,352.12,303.59,2.859,0.45,0.45,2.092,3.775,1.837,1.083,5.229,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,8.40258,80.63156
6.7,337.52,301.7,2.859,0.45,0.45,2.092,3.775,1.837,1.083,5.229,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,8.40672,80.25681
3.39,332.36,299.62,2.859,0.45,0.45,2.092,3.775,1.837,1.083,5.229,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,8.40733,80.26052
4.26,338.4,297.36,2.859,0.45,0.45,2.092,3.775,1.837,1.083,5.229,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,8.41083,80.25612
6.92,341.23,300.18,2.859,0.45,0.45,2.092,3.775,1.837,1.083,5.229,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,8.41403,80.62608
2.04,331.79,302.89,2.859,0.45,0.45,2.092,3.775,1.837,1.083,5.229,1.0,0.0,1.0,1.0,3.0,1.0,gas_flare,8.41644,80.41689
